id,name,rarity,description,cost,tags,damage,damageType,attunement,stackable,weightEach,image,shape,container,containerRows,containerCols
rope_of_climbing,Rope of Climbing,uncommon,"This 60-foot length of rope can hold up to 3,000 pounds. While holding one end of the rope, you can take a Magic action to command the other end of the rope to animate and move toward a destination you choose, up to the rope's length away from you. That end moves 10 feet on your turn when you first command it and 10 feet at the start of each of your subsequent turns until reaching its destination or until you tell it to stop.",,wondrous_item,,,,,,,,,,
rope_of_entanglement,Rope of Entanglement,rare,"This rope is 30 feet long. While holding one end of the rope, you can take a Magic action to command the other end to dart forward and entangle one creature you can see within 20 feet of yourself. The target must succeed on a DC 15 Dexterity saving throw or have the Restrained condition.",,wondrous_item,,,,,,,,,,
rope_of_mending,Rope of Mending,common,"This 50-foot coil of rope can repair itself when cut into any number of smaller pieces. As a Magic action, you can cause all pieces of the rope that are in contact with each other and not otherwise in use to knit back together. A Rope of Mending is forever shortened if a section of it is lost or destroyed.",,wondrous_item,,,,,,,,,,
rowboat,Rowboat,common,,50gp,vehicle_(water),"Speed: 1½ mphCarrying Capacity: 3 passengersCrew 1, AC 11, HP 50",,,,100,,,,,
ruby_of_the_war_mage,Ruby of the War Mage,common,"Etched with eldritch runes, this 1-inch-diameter ruby allows you to use a Simple or Martial weapon as a Spellcasting Focus for your spells. For this property to work, you must attach the ruby to the weapon by pressing the ruby against it for at least 10 minutes. Thereafter, the ruby can't be removed unless you detach it as a Magic action, the weapon is destroyed, or your Attunement to the ruby ends.",,wondrous_item|spellcasting_focus,,,true,,,,,,,
sack,Sack,common,A Sack holds up to 30 pounds within 1 cubic foot.,1cp,adventuring_gear,,,,,,,,,,
saddle_of_the_cavalier,Saddle of the Cavalier,uncommon,"While in this saddle on a mount, you can't be dismounted against your will if you're conscious, and attack rolls against the mount have disadvantage.",,wondrous_item,,,,,,,,,,
saffron,Saffron,common,Merchants commonly exchange trade goods without using currency.,15gp,trade_good,,,,,1,,,,,
sailing_ship,Sailing Ship,common,,10000gp,vehicle_(water),"Speed: 2 mphCarrying Capacity: 100 tons cargo, 20 passengersCrew 20, AC 15, HP 300, Damage Threshold 15",,,,,,,,,
salt,Salt,common,Merchants commonly exchange trade goods without using currency.,5cp,trade_good,,,,,1,,,,,
scale_mail,Scale Mail,common,The wearer has Disadvantage on Dexterity (Stealth) checks.,50gp,medium_armor,AC 14 + Dex (max 2),,,,45,,,,,
scarab_of_protection,Scarab of Protection,legendary,This beetle-shaped medallion provides three benefits while it is on your person. Defense. You gain a +1 bonus to Armor Class.,,wondrous_item,,,true,,1,,,,,
scholar_s_pack,Scholar's Pack,common,"A Scholar's Pack contains the following items: Backpack, Book, Ink, Ink Pen, Lamp, 10 flasks of Oil, 10 sheets of Parchment, and Tinderbox.",40gp,adventuring_gear,,,,,22,,,,,
scimitar,Scimitar,common,,25gp,weapon|martial_weapon|melee_weapon,1d6,slashing,,,3,,,,,
scimitar_of_speed,Scimitar of Speed,very_rare,"You gain a +2 bonus to attack rolls and damage rolls made with this magic weapon. In addition, you can make one attack with it as a Bonus Action on each of your turns.",,weapon_(scimitar)|martial_weapon|melee_weapon,1d6,slashing,true,,3,,,,,
scroll_of_protection,Scroll of Protection,rare,Each Scroll of Protection works against creatures of a specific creature type chosen by the DM or determined by rolling on the following table.,,scroll,,,,,,,,,,
scroll_of_protection_aberrations,Scroll of Protection (Aberrations),rare,"Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Aberrations can't enter or affect anything in the area. However, if you move in such a way that an Aberration would be inside the area, the effect ends.",,scroll,,,,,,,,,,
scroll_of_protection_beasts,Scroll of Protection (Beasts),rare,"Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Beasts can't enter or affect anything in the area. However, if you move in such a way that an Beast would be inside the area, the effect ends.",,scroll,,,,,,,,,,
scroll_of_protection_celestials,Scroll of Protection (Celestials),rare,"Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Celestials can't enter or affect anything in the area. However, if you move in such a way that an Celestial would be inside the area, the effect ends.",,scroll,,,,,,,,,,
scroll_of_protection_constructs,Scroll of Protection (Constructs),rare,"Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Constructs can't enter or affect anything in the area. However, if you move in such a way that an Construct would be inside the area, the effect ends.",,scroll,,,,,,,,,,
scroll_of_protection_dragons,Scroll of Protection (Dragons),rare,"Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Dragons can't enter or affect anything in the area. However, if you move in such a way that an Dragon would be inside the area, the effect ends.",,scroll,,,,,,,,,,
scroll_of_protection_elementals,Scroll of Protection (Elementals),rare,"Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Elementals can't enter or affect anything in the area. However, if you move in such a way that an Elemental would be inside the area, the effect ends.",,scroll,,,,,,,,,,
scroll_of_protection_fey,Scroll of Protection (Fey),rare,"Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Fey can't enter or affect anything in the area. However, if you move in such a way that an Fey would be inside the area, the effect ends.",,scroll,,,,,,,,,,
scroll_of_protection_fiends,Scroll of Protection (Fiends),rare,"Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Fiends can't enter or affect anything in the area. However, if you move in such a way that an Fiend would be inside the area, the effect ends.",,scroll,,,,,,,,,,
scroll_of_protection_giants,Scroll of Protection (Giants),rare,"Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Giants can't enter or affect anything in the area. However, if you move in such a way that an Giant would be inside the area, the effect ends.",,scroll,,,,,,,,,,
scroll_of_protection_humanoids,Scroll of Protection (Humanoids),rare,"Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Humanoids can't enter or affect anything in the area. However, if you move in such a way that an Humanoid would be inside the area, the effect ends.",,scroll,,,,,,,,,,
scroll_of_protection_monstrosities,Scroll of Protection (Monstrosities),rare,"Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Monstrosities can't enter or affect anything in the area. However, if you move in such a way that an Monstrosity would be inside the area, the effect ends.",,scroll,,,,,,,,,,
scroll_of_protection_oozes,Scroll of Protection (Oozes),rare,"Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Oozes can't enter or affect anything in the area. However, if you move in such a way that an Ooze would be inside the area, the effect ends.",,scroll,,,,,,,,,,
scroll_of_protection_plants,Scroll of Protection (Plants),rare,"Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Plants can't enter or affect anything in the area. However, if you move in such a way that an Plant would be inside the area, the effect ends.",,scroll,,,,,,,,,,
scroll_of_protection_undead,Scroll of Protection (Undead),rare,"Using a Magic action to read the scroll creates a 5-foot Emanation originating from you. For 5 minutes, Undead can't enter or affect anything in the area. However, if you move in such a way that an Undead would be inside the area, the effect ends.",,scroll,,,,,,,,,,
scroll_of_titan_summoning,Scroll of Titan Summoning,legendary,"When you take a Magic action to read this scroll, a particular titan named in the scroll appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself. The DM picks a suitable titan or determines it randomly by rolling on the table below. The titan is Hostile toward all other creatures and disappears when it drops to 0 Hit Points.",,scroll,,,,,,,,,,
scroll_of_titan_summoning_animal_lord,Scroll of Titan Summoning (Animal Lord),legendary,"When you take a Magic action to read this scroll, an Animal Lord appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself. The Animal Lord is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Animal Lord is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted.",,scroll,,,,,,,,,,
scroll_of_titan_summoning_blob_of_annihilation,Scroll of Titan Summoning (Blob of Annihilation),legendary,"When you take a Magic action to read this scroll, a Blob of Annihilation appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself. The Blob of Annihilation is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Blob of Annihilation is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted.",,scroll,,,,,,,,,,
scroll_of_titan_summoning_colossus,Scroll of Titan Summoning (Colossus),legendary,"When you take a Magic action to read this scroll, a Colossus appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself. The Colossus is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Colossus is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted.",,scroll,,,,,,,,,,
scroll_of_titan_summoning_elemental_cataclysm,Scroll of Titan Summoning (Elemental Cataclysm),legendary,"When you take a Magic action to read this scroll, an Elemental Cataclysm appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself. The Elemental Cataclysm is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Elemental Cataclysm is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted.",,scroll,,,,,,,,,,
scroll_of_titan_summoning_empyrean,Scroll of Titan Summoning (Empyrean),legendary,"When you take a Magic action to read this scroll, an Empyrean appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself. The Empyrean is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Empyrean is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted.",,scroll,,,,,,,,,,
scroll_of_titan_summoning_kraken,Scroll of Titan Summoning (Kraken),legendary,"When you take a Magic action to read this scroll, a Kraken appears in an unoccupied space in water that you can see within 1 mile of yourself. A kraken requires a body of water large enough to contain it, or the summoning fails and the scroll is wasted The Kraken is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Kraken is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted.",,scroll,,,,,,,,,,
scroll_of_titan_summoning_tarrasque,Scroll of Titan Summoning (Tarrasque),legendary,"When you take a Magic action to read this scroll, a Tarrasque appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself. The Tarrasque is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Tarrasque is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted.",,scroll,,,,,,,,,,
sending_stones,Sending Stones,uncommon,"Sending Stones come in pairs, with each stone carved to match the other so the pairing is easily recognized. While you touch one stone, you can cast Sending from it. The target is the bearer of the other stone.",,wondrous_item,,,,,,,,,,
sentinel_shield,Sentinel Shield,uncommon,"While holding this Shield, you have Advantage on Initiative rolls and Wisdom (Perception) checks. The Shield is emblazoned with a symbol of an eye.",,shield_(shield),AC +2,,,,6,,,,,
serpent_venom,Serpent Venom,common,"A creature subjected to Serpent Venom must succeed on a DC 11 Constitution saving throw, taking 10 (3d6) Poison damage on a failed save or half as much damage on a successful one.",200gp,adventuring_gear|poison_(injury),,,,,,,,,,
shawm,Shawm,common,"Ability: Charisma Utilize: Play a known tune (DC 10), or improvise a song (DC 15) If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too.",2gp,instrument,,,,,1,,,,,
sheep,Sheep,common,Merchants commonly exchange trade goods without using currency.,2gp,trade_good,,,,,,,,,,
shield,Shield,common,,10gp,armor_(shield),AC +2,,,,6,,,,,
shield_of_expression,Shield of Expression,common,"The front of this Shield is shaped in the likeness of a face. While bearing the Shield, you can take a Bonus Action to alter the face's expression.",,shield_(shield),AC +2,,,,6,,,,,
shield_of_missile_attraction,Shield of Missile Attraction,rare,"While holding this Shield, you have Resistance to damage from attacks made with Ranged weapons. Curse. This Shield is cursed.",,shield_(shield),AC +2,,true,,6,,,,,
shield_of_the_cavalier,Shield of the Cavalier,very_rare,"While holding this Shield, you have a +2 bonus to Armor Class. This bonus is in addition to the Shield's normal bonus to AC. The Shield has the following additional properties that you can use while holding it.",,shield_(shield),AC +2,,true,,6,,,,,
shortbow,Shortbow,common,,25gp,weapon|simple_weapon|ranged_weapon,1d6,piercing,,,2,,,,,
shortsword,Shortsword,common,,10gp,weapon|martial_weapon|melee_weapon,1d6,piercing,,,2,,,,,
shovel,Shovel,common,"Working for 1 hour, you can use a Shovel to dig a hole that is 5 feet on each side in soil or similar material.",2gp,adventuring_gear,,,,,5,,,,,
sickle,Sickle,common,,1gp,weapon|simple_weapon|melee_weapon,1d4,slashing,,,2,,,,,
signal_whistle,Signal Whistle,common,"When blown as a Utilize action, a Signal Whistle produces a sound that can be heard up to 600 feet away.",5cp,adventuring_gear,,,,,,,,,,
silk,Silk,common,Merchants commonly exchange trade goods without using currency.,10gp,trade_good,,,,,1,,,,,
silver,Silver,common,Merchants commonly exchange trade goods without using currency.,5gp,trade_good,,,,,1,,,,,
silver_dragon_scale_mail,Silver Dragon Scale Mail,very_rare,"Dragon Scale Mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them. Other times, hunters carefully preserve the hide of a dead dragon.",,medium_armor_(scale_mail),AC 14 + Dex (max 2),,true,,45,,,,,
sled,Sled,common,,20gp,vehicle_(land),,,,,300,,,,,
sling,Sling,common,,1sp,weapon|simple_weapon|ranged_weapon,1d4,bludgeoning,,,,,,,,
sling_bullet,Sling Bullet,common,"Sling bullets are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon).",,ammunition,,,,,,,,,,
sling_bullets_20,Sling Bullets (20),common,"Sling bullets are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon).",4cp,ammunition,,,,,,,,,,
slippers_of_spider_climbing,Slippers of Spider Climbing,uncommon,"While you wear these light shoes, you can move up, down, and across vertical surfaces and along ceilings, while leaving your hands free. You have a Climb Speed equal to your Speed. However, the slippers don't allow you to move this way on a slippery surface, such as one covered by ice or oil.",,wondrous_item,,,true,,,,,,,
smith_s_tools,Smith's Tools,common,"Ability: Strength Utilize: Pry open a door or container (DC 20) Craft: Any Melee weapon (except Club, Greatclub, Quarterstaff, and Whip), Medium armor (except Hide), Heavy armor, Ball Bearings, Bucket, Caltrops, Chain, Crowbar, Firearm Bullets, Grappling Hook, Iron Pot, Iron Spikes, Sling Bullets Artisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency. If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool.",20gp,artisan's_tools,,,,,8,,,,,
smoke_grenade,Smoke Grenade,common,"As an action, you can either throw a grenade at a point up to 60 feet away or use a Grenade Launcher to propel the grenade to a point up to 1,000 feet away. The grenade explodes at that point, creating a particular effect in a 20-foot-radius Sphere. The area of the Sphere is Heavily Obscured by smoke for 1 minute.",50gp,explosive,,,,,2,,,,,
sovereign_glue,Sovereign Glue,legendary,"This viscous, milky-white substance can form a permanent adhesive bond between any two objects. It must be stored in a jar or flask that has been coated inside with Oil of Slipperiness. When found, a container contains 1d6 + 1 ounces.",,wondrous_item,,,,,,,,,,
spear,Spear,common,,1gp,weapon|simple_weapon|melee_weapon,1d6,piercing,,,3,,,,,
spell_scroll,Spell Scroll,common,,,scroll,,,,,,,,,,
spell_scroll_cantrip,Spell Scroll (Cantrip),common,"A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible.",30gp,scroll,,,,,,,,,,
spell_scroll_level_1,Spell Scroll (Level 1),common,"A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible.",50gp,scroll,,,,,,,,,,
spell_scroll_level_2,Spell Scroll (Level 2),uncommon,"A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible.",,scroll,,,,,,,,,,
spell_scroll_level_3,Spell Scroll (Level 3),uncommon,"A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible.",,scroll,,,,,,,,,,
spell_scroll_level_4,Spell Scroll (Level 4),rare,"A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible.",,scroll,,,,,,,,,,
spell_scroll_level_5,Spell Scroll (Level 5),rare,"A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible.",,scroll,,,,,,,,,,
spell_scroll_level_6,Spell Scroll (Level 6),very_rare,"A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible.",,scroll,,,,,,,,,,
spell_scroll_level_7,Spell Scroll (Level 7),very_rare,"A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible.",,scroll,,,,,,,,,,
spell_scroll_level_8,Spell Scroll (Level 8),very_rare,"A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible.",,scroll,,,,,,,,,,
spell_scroll_level_9,Spell Scroll (Level 9),legendary,"A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible.",,scroll,,,,,,,,,,
spellguard_shield,Spellguard Shield,very_rare,"While holding this Shield, you have Advantage on saving throws against spells and other magical effects, and spell attack rolls have Disadvantage against you.",,shield_(shield),AC +2,,true,,6,,,,,
sphere_of_annihilation,Sphere of Annihilation,legendary,"This 2-foot-diameter black sphere is a hole in the multiverse, hovering in space and stabilized by a magical field surrounding it. The sphere obliterates all matter it passes through and all matter that passes through it. Artifacts are the exception.",,wondrous_item,,,,,,,,,,
spirit_board,Spirit Board,very_rare,"This ornate wooden board has the letters of the Common alphabet printed on one side, alongside the words ""Yes"" and ""No"" and symbols representing ""Weal"" and ""Woe."" The board comes with a heart-shaped, wooden planchette. This planchette must be resting on the lettered side of the board for the board's magic to function. This board has 3 charges and regains 1 expended charge daily at dawn.",,wondrous_item,,,,,,,,,,
splint_armor,Splint Armor,common,"The wearer has Disadvantage on Dexterity (Stealth) checks. If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet.",200gp,heavy_armor,AC 17,,,,60,,,,,
sprig_of_mistletoe,Sprig of Mistletoe,common,"A Druidic Focus takes a specific form and is carved, tied with ribbon, or painted to channel primal magic. A Druid or Ranger can use such an object as a Spellcasting Focus.",1gp,spellcasting_focus,,,,,,,,,,
spyglass,Spyglass,common,Objects viewed through a Spyglass are magnified to twice their size.,1000gp,adventuring_gear,,,,,1,,,,,
stabling_per_day,Stabling (per day),common,,5cp,tack_and_harness,,,,,,,,,,
staff,Staff,common,,5gp,staff|weapon|spellcasting_focus|simple_weapon|melee_weapon,1d6,bludgeoning,,,4,,,,,
staff_of_adornment,Staff of Adornment,common,"If you place a Tiny object weighing no more than 1 pound (such as a shard of crystal, an egg, or a stone) above the tip of this staff while holding it, the object floats an inch from the staff's tip and remains there until it is removed or until the staff is no longer in your possession. The staff can have up to three such objects floating over its tip at any given time. While holding the staff, you can make one or more of the objects slowly spin or turn in place.",,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,,,4,,,,,
staff_of_birdcalls,Staff of Birdcalls,common,"This wooden staff is decorated with bird carvings. It has 10 charges. While holding it, you can take a Magic action to expend 1 charge from the staff and cause it to create one of the following sounds, which can be heard out to 120 feet: a finch's chirp, a raven's caw, a duck's quack, a chicken's cluck, a goose's honk, a loon's call, a turkey's gobble, a seagull's cry, an owl's hoot, or an eagle's shriek.",,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,,,4,,,,,
staff_of_charming,Staff of Charming,rare,"This staff has 10 charges. While holding the staff, you can use any of its properties: Cast Spell. You can expend 1 of the staff's charges to cast Charm Person, Command, or Comprehend Languages from it using your spell save DC.",,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,true,,4,,,,,
staff_of_fire,Staff of Fire,very_rare,You have Resistance to Fire damage while you hold this staff. Spells. The staff has 10 charges.,,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,true,,4,,,,,
staff_of_flowers,Staff of Flowers,common,"This wooden staff has 10 charges. While holding it, you can take a Magic action to expend 1 charge from the staff and cause a flower to sprout from a patch of earth or soil within 5 feet of yourself, or from the staff itself. Unless you choose a specific kind of flower, the staff creates a mild-scented daisy.",,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,,,4,,,,,
staff_of_frost,Staff of Frost,very_rare,You have Resistance to Cold damage while you hold this staff. Spells. The staff has 10 charges.,,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,true,,4,,,,,
staff_of_healing,Staff of Healing,rare,"This staff has 10 charges. While holding the staff, you can cast one of the spells on the following table from it, using your spellcasting ability modifier. The table indicates how many charges you must expend to cast the spell.",,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,true,,4,,,,,
staff_of_power,Staff of Power,very_rare,"This staff has 20 charges and can be wielded as a magic Quarterstaff that grants a +2 bonus to attack rolls and damage rolls made with it. While holding it, you gain a +2 bonus to Armor Class, saving throws, and spell attack rolls. Spells.",,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,true,,4,,,,,
staff_of_striking,Staff of Striking,very_rare,"This staff can be wielded as a magic Quarterstaff that grants a +3 bonus to attack rolls and damage rolls made with it. The staff has 10 charges. When you hit with a melee attack using it, you can expend up to 3 charges.",,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,true,,4,,,,,
staff_of_swarming_insects,Staff of Swarming Insects,rare,"This staff has 10 charges. Insect Cloud. While holding the staff , you can take a Magic action and expend 1 charge to cause a swarm of harmless flying insects to fill a 30-foot Emanation originating from you.",,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,true,,4,,,,,
staff_of_thunder_and_lightning,Staff of Thunder and Lightning,very_rare,"This staff can be wielded as a magic Quarterstaff that grants a +2 bonus to attack rolls and damage rolls made with it. It also has the following additional properties. Once one of these properties is used, it can't be used again until the next dawn.",,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,true,,4,,,,,
staff_of_withering,Staff of Withering,rare,"This staff has 3 charges and regains 1d3 expended charges daily at dawn. The staff can be wielded as a magic Quarterstaff. On a hit, it deals damage as a normal Quarterstaff , and you can expend 1 charge to deal an extra 2d10 Necrotic damage to the target and force it to make a DC 15 Constitution saving throw.",,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,true,,4,,,,,
staff_of_the_adder,Staff of the Adder,uncommon,"As a Bonus Action, you can turn the head of this staff into that of an animate, venomous snake for 1 minute or revert the staff to its inanimate form. When you take the Attack action, you can make one of the attack rolls using the animated snake head, which has a reach of 5 feet. Apply your Proficiency Bonus and Wisdom modifier to the attack roll.",,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,true,,4,,,,,
staff_of_the_magi,Staff of the Magi,legendary,"This staff has 50 charges and can be wielded as a magic Quarterstaff that grants a +2 bonus to attack rolls and damage rolls made with it. While you hold it, you gain a +2 bonus to spell attack rolls. Spell Absorption.",,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,true,,4,,,,,
staff_of_the_python,Staff of the Python,uncommon,"As a Magic action, you can throw this staff so that it lands in an unoccupied space within 10 feet of you, causing the staff to become a Giant Constrictor Snake in that space. The snake is under your control and shares your Initiative count, taking its turn immediately after yours. On your turn, you can mentally command the snake (no action required) if it is within 60 feet of you and you don't have the Incapacitated condition.",,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,true,,4,,,,,
staff_of_the_woodlands,Staff of the Woodlands,rare,"This staff has 6 charges and can be wielded as a magic Quarterstaff that grants a +2 bonus to attack rolls and damage rolls made with it. While holding it, you have a +2 bonus to spell attack rolls. Spells.",,staff|weapon|simple_weapon|melee_weapon,1d6,bludgeoning,true,,4,,,,,
stone_of_controlling_earth_elementals,Stone of Controlling Earth Elementals,rare,"While touching this 5-pound stone to the ground, you can take a Magic action to summon an Earth Elemental. The elemental appears in an unoccupied space you choose within 30 feet of yourself, obeys your commands, and takes its turn immediately after you on your Initiative count. The elemental disappears after 1 hour, when it dies, or when you dismiss it as a Bonus Action.",,wondrous_item,,,,,,,,,,
stone_of_good_luck,Stone of Good Luck,uncommon,"While this polished agate is on your person, you gain a +1 bonus to ability checks and saving throws.",,wondrous_item,,,true,,,,,,,
string,String,common,String is 10 feet long. You can tie a knot in it as a Utilize action.,1sp,adventuring_gear,,,,,,,,,,
studded_leather_armor,Studded Leather Armor,common,,45gp,light_armor,AC 12 + Dex,,,,13,,,,,
sun_blade,Sun Blade,rare,"This item appears to be a sword hilt. Blade of Radiance. While grasping the hilt, you can take a Bonus Action to cause a blade of pure radiance to spring into existence or make the blade disappear.",,weapon_(longsword)|martial_weapon|melee_weapon,1d8,radiant,true,,3,,,,,
sword_of_answering,Sword of Answering,legendary,"You gain a +3 bonus to attack rolls and damage rolls made with this sword. In addition, while you hold the sword, you can take a Reaction to make one melee attack with it against any creature in your reach that deals damage to you. You have Advantage on the attack roll, and any damage dealt with this special attack ignores any Immunity or Resistance the target has to that damage.",,weapon_(longsword)|martial_weapon|melee_weapon,1d8,slashing,true,,3,,,,,
sword_of_kas,Sword of Kas,artifact,"Kas was a powerful warrior who served Vecna and whose loyalty was rewarded with this sword. As Kas's power grew, so did his hubris. The sword urged Kas to destroy Vecna and usurp his throne.",,weapon_(longsword)|martial_weapon|melee_weapon,1d8,slashing,true,,3,,,,,
talisman_of_pure_good,Talisman of Pure Good,legendary,This talisman is a mighty symbol of goodness. A Fiend or an Undead that touches the talisman takes 8d6 Radiant damage and takes the damage again each time it ends its turn holding or carrying the talisman. Holy Symbol.,,wondrous_item,,,true,,1,,,,,
talisman_of_ultimate_evil,Talisman of Ultimate Evil,legendary,This item symbolizes unrepentant evil. A creature that isn't a Fiend or an Undead that touches the talisman takes 8d6 Necrotic damage and takes the damage again each time it ends its turn holding or carrying the talisman. Holy Symbol.,,wondrous_item,,,true,,1,,,,,
talisman_of_the_sphere,Talisman of the Sphere,legendary,"While holding or wearing this talisman, you have Advantage on any Intelligence (Arcana) check you make to control a Sphere of Annihilation. In addition, when you start your turn in control of a Sphere of Annihilation, you can take a Magic action to move it 10 feet plus a number of additional feet equal to 10 times your Intelligence modifier. This movement doesn't have to be in a straight line.",,wondrous_item,,,true,,1,,,,,
talking_doll,Talking Doll,common,"While this doll is within 5 feet of you, you can spend a Short Rest telling it to say up to six phrases, none of which can be more than six words long, and set a condition under which the doll speaks each phrase. You can also replace old phrases with new ones. Whatever the condition, it must occur within 5 feet of the doll to make it speak.",,wondrous_item,,,true,,,,,,,
tankard_of_sobriety,Tankard of Sobriety,common,"This tankard has a stern face sculpted into one side. You can drink ale, wine, or any other nonmagical alcoholic beverage poured into it without becoming inebriated. The tankard has no effect on magical liquids or harmful substances such as poison.",,wondrous_item,,,,,,,,,,
tent,Tent,common,A Tent sleeps up to two Small or Medium creatures.,2gp,adventuring_gear,,,,,20,,,,,
tentacle_rod,Tentacle Rod,rare,"This rod ends in three rubbery tentacles. While holding the rod, you can take a Magic action to direct the tentacles to stretch outward, each one attacking a creature you can see within 15 feet of yourself. For each tentacle, make a melee attack roll with a +9 bonus.",,rod,,,true,,2,,,,,
thieves_tools,Thieves' Tools,common,"Ability: Dexterity Utilize: Pick a lock (DC 15), or disarm a trap (DC 15) If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too.",25gp,tool,,,,,1,,,,,
